tweet_id,favs_count,retweets
667435689202614272,282,79
667405339315146752,430,203
667393430834667520,177,51
667369227918143488,336,151
667211855547486208,443,220
667200525029539841,568,238
667192066997374976,349,88
667188689915760640,677,355
667182792070062081,13106,5553
667177989038297088,175,50
667176164155375616,556,414
667174963120574464,226,71
667171260800061440,200,75
667165590075940865,2474,1024
667160273090932737,231,55
667152164079423490,43892,15268
667138269671505920,4187,1975
667119796878725120,302,118
667090893657276420,304,112
667073648344346624,369,106
667070482143944705,75,13
667065535570550784,154,40
667062181243039745,201,47
667044094246576128,172,44
667012601033924608,418,197
666996132027977728,222,80
666983947667116034,2333,880
666837028449972224,741,494
666835007768551424,191,71
666826780179869698,233,81
666817836334096384,466,228
666804364988780544,213,82
666786068205871104,683,433
666781792255496192,350,173
666776908487630848,316,153
666739327293083650,215,60
666701168228331520,387,194
666691418707132416,169,44
666649482315059201,1021,563
666644823164719104,216,73
666454714377183233,465,191
666447344410484738,94,18
666437273139982337,110,42
666435652385423360,146,45
666430724426358785,288,172
666428276349472768,147,70
666421158376562688,289,95
666418789513326592,110,39
666411507551481857,392,283
666407126856765440,98,31
666396247373291520,151,72
666373753744588802,168,75
666362758909284353,690,495
666353288456101888,192,63
666345417576210432,266,128
666337882303524864,174,81
666293911632134144,447,306
666287406224695296,131,57
666273097616637952,156,69
666268910803644416,93,32
666104133288665088,13135,5727
666102155909144576,69,11
666099513787052032,139,57
666094000022159362,152,65
666082916733198337,100,41
666073100786774016,280,140
666071193221509120,134,52
666063827256086533,431,188
666058600524156928,103,49
666057090499244032,263,117
666055525042405380,393,211
666051853826850816,1082,740
666050758794694657,119,51
666049248165822465,93,38
666044226329800704,259,122
666033412701032449,107,39
666029285002620928,117,41
666020888022790149,2342,443
